ID,name,steam_name
194,Hyper Light Drifter,Hyper Light Drifter
196,Adr1ft,ADR1FT
198,Day of the Tentacle Remastered,Day of the Tentacle Remastered
199,Samorost 3,Samorost 3
201,Out of the Park Baseball 17,Out of the Park Baseball 17
202,Need For Speed,Need for Speed
203,Hitman GO: Definitive Edition,Hitman GO: Definitive Edition
204,Tom Clancy's The Division,Tom Clancy's The Division
206,Grim Dawn,Grim Dawn
208,Shardlight,Shardlight
209,Soul Axiom,Soul Axiom
210,Disgaea,Disgaea PC
213,Far Cry Primal,Far Cry Primal
214,Stardew Valley,Stardew Valley
215,Superhot,SUPERHOT
216,Town of Light,The Town of Light
217,The Flame in the Flood,The Flame in the Flood
219,Street Fighter V,Street Fighter V
221,Prospekt,Prospekt
222,Danganronpa: Trigger Happy Havoc,Danganronpa: Trigger Happy Havoc
223,Cities: Skylines - Snowfall,Cities: Skylines - Snowfall
226,Layers of Fear,Layers of Fear
227,Unravel,Unravel
229,Overload,Overload
230,Dead Cells,Dead Cells
232,Chasm,The Chasm
233,This is the Police 2,This Is the Police 2
235,Yakuza 0,Yakuza 0
236,The Banner Saga 3,The Banner Saga 3
237,Earthfall,Earthfall
239,"Warhammer 40,000 Gladius - Relics of War","Warhammer 40,000: Gladius - Relics of War"
245,The Sims 4: Seasons,The Sims 4 Seasons
247,Crash Bandicoot N. Sane Trilogy,Crash Bandicoot N. Sane Trilogy
249,Lumines Remastered,LUMINES REMASTERED
250,The Crew 2,The Crew 2
252,Wreckfest,Wreckfest
255,Jurassic World Evolution ,Jurassic World Evolution
258,Terraria,Terraria
259,Moonlighter,Moonlighter
260,Vampyr,Vampyr
261,Bloodstained: Curse of the Moon,Bloodstained: Curse of the Moon
262,Cultist Simulator,Cultist Simulator
263,EVE Online,EVE Online
265,League of Legends,League of Legends
269,Path of Exile,Path of Exile
270,Dota 2,Dota 2
271,Warframe,Warframe
275,State of Decay 2,State of Decay 2
276,Conan Exiles,Conan Exiles
277,Forgotton Anne,Forgotton Anne
278,Super Mega Baseball 2,Super Mega Baseball 2
279,Murderous Pursuits,Murderous Pursuits
282,Dead in Vinland,Dead In Vinland
284,Total War Saga: Thrones of Britannia,Total War Saga: Thrones of Britannia
286,For the King,For The King
291,BattleTech,BATTLETECH
293,Frostpunk,Frostpunk
299,Extinction,Extinction
300,Minit,Minit
301,Far Cry 5,Far Cry 5
302,Sea of Thieves,Sea of Thieves
303,A Way Out,A way up!
305,Northgard,Northgard
307,Surviving Mars ,Surviving Mars
310,Warhammer: Vermintide 2,Warhammer: Vermintide 2
311,Full Metal Furies,Full Metal Furies
313,Chuchel,CHUCHEL
314,Where The Water Tastes Like Wine,Where the Water Tastes Like Wine
315,The Station,The Station
316,A Case of Distrust,A Case of Distrust
317,Into the Breach,BREACH IT
318,Metal Gear Survive,METAL GEAR SURVIVE
319,All Walls Must Fall ,All Walls Must Fall
320,Age of Empires: Definitive Edition,Age of Empires: Definitive Edition
321,Secret of Mana,Secret of Mana
322,Rust,Rust
324,Final Fantasy XII: The Zodiac Age,FINAL FANTASY XII THE ZODIAC AGE
325,Aegis Defenders,Aegis Defenders
326,Kingdom Come: Deliverance,Kingdom Come: Deliverance
327,Crossing Souls,Crossing Souls
331,Lost Sphear,LOST SPHEAR
332,Dragon Ball FighterZ,DRAGON BALL FighterZ
333,Subnautica,Subnautica
334,Life Is Strange: Before The Storm,Life is Strange: Before the Storm
335,Tartarus,TARTARUS
336,Celeste,Celeste
337,PlayerUnknown's Battlegrounds,PLAYERUNKNOWN'S BATTLEGROUNDS
340,Iconoclasts,Iconoclasts
341,The Red Strings Club,The Red Strings Club
343,Yorkshire Gubbins,Yorkshire Gubbins
344,SpellForce 3,SpellForce 3
345,Hello Neighbor,Hello Neighbor
346,Opus Magnum,Magnum Opus
347,Gang Beasts,Gang Beasts
348,Bridge Constructor Portal,Bridge Constructor Portal
349,Gorogoa,Gorogoa
350,Shadowhand,Shadowhand
351,Okami HD,Okami HD
352,Reigns: Her Majesty,Reigns: Her Majesty
353,Battlerite,Battlerite
355,World of Final Fantasy,WORLD OF FINAL FANTASY
356,Oh My Godheads,Oh My Godheads
357,Injustice 2,Injustice 2
358,Outcast: Second Contact,Outcast - Second Contact
361,Need For Speed Payback,Need for Speed Payback
362,Sonic Forces,Sonic Forces
364,Football Manager 2018,Football Manager 2018
365,Elex,ELEX
366,Hand of Fate 2,Hand of Fate 2
367,Call of Duty: WWII,Call of Duty: WWII
368,AER: Memories of Old,AER Memories of Old
370,Dujanah,Dujanah
371,Assassin's Creed Origins,Assassin's Creed Origins
372,Inmates,Inmates
373,Wunderdoktor,Wunderdoktor
375,Destiny 2,Destiny 2
376,Oriental Empires,Oriental Empires
378,Battle Chasers: Nightwar,Battle Chasers: Nightwar
380,Screencheat,Screencheat
381,Styx: Master of Shadows,Styx: Master of Shadows
382,F1 2014,F1 2014
384,Borderlands: The Pre-Sequel,Borderlands: The Pre-Sequel
385,Costume Quest 2,Costume Quest 2
386,Starpoint Gemini 2,Starpoint Gemini 2
387,Ryse: Son of Rome,Ryse: Son of Rome
388, Planetary Annihilation,Planetary Annihilation
389,Alien: Isolation,Alien: Isolation
391,Middle-earth: Shadow of Mordor,Middle-earth: Shadow of Mordor
392,The Vanishing of Ethan Carter,The Vanishing of Ethan Carter
394,Defense Grid 2,Defense Grid 2
396,Stronghold Crusader 2,Stronghold Crusader 2
397,Fable Anniversary,Fable Anniversary
398,Hack 'n' Slash,Hack 'n' Slash
399,Wasteland 2,Wasteland 2
400,The Sims 4,The Sims 4
402,Hatoful Boyfriend,Hatoful Boyfriend
403,Dead Rising 3,Dead Rising 3
406,Chess 2: The Sequel,Chess 2: The Sequel
407,Warface,Warface
408,Lichdom: Battlemage,Lichdom: Battlemage
409,Shadowgate,Shadowgate
411,Five Nights at Freddy's,Five Nights at Freddy's
413,Metro: Last Light Redux,Metro: Last Light Redux
414,Metro 2033 Redux,Metro 2033 Redux
418,Ultra Street Fighter IV,Ultra Street Fighter IV
419,Risen 3: Titan Lords,Risen 3 - Titan Lords
421,War Thunder,War Thunder
423,Velvet Sundown,Velvet Sundown
424,Planescape: Torment,Planescape Torment
425,Unrest,Unrest
426,Halfway,Halfway
428,Lovely Planet,Lovely Planet
429,Gods Will Be Watching,Gods Will Be Watching
430,Aperture Tag: The Paint Gun Testing Initiative,Aperture Tag: The Paint Gun Testing Initiative
431,OlliOlli,OlliOlli
433,Light,Light
435,Abyss Odyssey,Abyss Odyssey
437,Wayward Manor,Wayward Manor
438,MouseCraft,MouseCraft
441,Shattered Planet,Shattered Planet
443,Half-Life 2,Half-Life 2
445,Sniper Elite 3,Sniper Elite 3
448,Space Run,Space Run
449,Company of Heroes 2: The Western Front Armies,Company of Heroes 2 - The Western Front Armies
453,Battleblock Theater,BattleBlock Theater
455,Xenonauts,Xenonauts
456,Spintires,Spintires
459,Lifeless Planet,Lifeless Planet
461,Wildstar,WildStar
464,Men of War: Assault Squad 2,Men of War: Assault Squad 2
465,A Story About My Uncle,A Story About My Uncle
466,Kero Blaster,Kero Blaster
467,Murdered: Soul Suspect,MURDERED: SOUL SUSPECT
468,Always Sometimes Monsters,Sometimes Always Monsters
469,Max Payne,Max Payne
470,Among the Sleep,Among the Sleep
471,Killer Is Dead,Killer is Dead
477,Wolfenstein: The New Order,Wolfenstein: The New Order
478,Tropico 5,Tropico 5
479,Blade Symphony,Blade Symphony
480,Transistor,Transistor
483,"Sir, You Are Being Hunted","Sir, You Are Being Hunted"
484,Tesla Effect,Tesla Effect
487,Bound by Flame,Bound By Flame
488,Age of Mythology: Extended Edition,Age of Mythology: Extended Edition
489,The Amazing Spider-Man 2,The Amazing Spider-Man 2
490,Blackwell Epiphany,Blackwell Epiphany
492,Child of Light,Child of Light
493,Daylight,Daylight
495,Life Goes On,Life Goes On
496,Deus Ex: The Fall,Deus Ex: The Fall
498,War of the Vikings,War of the Vikings
502,Trials Fusion,Trials Fusion
503,The Elder Scrolls Online,The Elder Scrolls Online
506,Smite,SMITE
507,Cloudbuilt,Cloudbuilt
510,Ether One,Ether One
513,Goat Simulator,Goat Simulator
514,Betrayer,Betrayer
515,TowerFall Ascension,TowerFall Ascension
516,Luftrausers,LUFTRAUSERS
518,Titanfall,Titanfall
519,Dragons and Titans,Dragons and Titans
520,Ikaruga,Ikaruga
521,The Yawhg,The Yawhg
522,Year Walk,Year Walk
524,South Park: The Stick of Truth,South Park: The Stick of Truth
525,Strider,Strider
527,Blackguards,Blackguards
529,Castlevania: Lords of Shadow 2,Castlevania: Lords of Shadow 2
530,Lethis: Path of Progress,Lethis - Path of Progress
531,Feist,Feist
532,F1 2015,F1 2015
533,Replay: VHS Is Not Dead,Replay - VHS is not dead
535,Legends of Eisenwald,Legends of Eisenwald
537,Rocket League,Rocket League
538,Traverser,Traverser
539,The Magic Circle,The Magic Circle
540,Lemma,Lemma
541,Lego Minifigures Online,LEGO Minifigures Online
543,Infinifactory,Infinifactory
544,Final Fantasy XIV: Heavensward,FINAL FANTASY XIV: Heavensward
545,Ronin,RONIN
546,You Must Build A Boat,You Must Build A Boat
547,Her Story,Story
551,D4: Dark Dreams Don't Die,D4: Dark Dreams Don't Die
552,Hatred,The Hatred
554,Color Guardians,Color Guardians
555,Massive Chalice,MASSIVE CHALICE
557,Sunset,Sunset
558,Toren,Toren
559,Neon Struct,NEON STRUCT
560,Magicka 2,Magicka 2
563,Technobabylon,Technobabylon
564,The Witcher 3: Wild Hunt,The Witcher 3: Wild Hunt
565,Windward,Windward
566,Kalimba,Kalimba
567,Block N Load,Block N Load
568,Invisible Inc.,"Invisible, Inc."
569,Axiom Verge,Axiom Verge
570,Crypt of the Necrodancer,Crypt of the NecroDancer
573, Magicka: Wizard Wars,Magicka: Wizard Wars
574,Wolfenstein: The Old Blood,Wolfenstein: The Old Blood 
576,Project Cars,Project CARS
577,WWE 2K15,WWE 2K15
578,Kerbal Space Program,Kerbal Space Program
579,Infinite Crisis,Infinite Crisis
581,StarDrive 2,StarDrive 2
582,Broken Age,Broken Age
584,Gratuitous Space Battles 2,Gratuitous Space Battles 2
585,Hero Generations,Hero Generations
586,Mortal Kombat X,Mortal Kombat X
588,Dungeons 2,Dungeons 2
590,I Am Bread,I am Bread
591,Westerado: Double Barreled,Westerado: Double Barreled
592,Titan Souls,Titan Souls
595,The Sims 4: Get to Work,The Sims 4 Get To Work
596,Etherium,Etherium
597,Out of the Park Baseball 16,Out of the Park Baseball 16
599,Hektor,Hektor
601,Pillars of Eternity,Pillars of Eternity
603,Five Nights at Freddy's 3,Five Nights at Freddy's 3
604,Battlefield Hardline,Battlefield Hardline
605,Far Cry 4: Valley of the Yetis,Far Cry 4 - Valley of the Yetis 
606,White Night,White Night
609,Sid Meier's Starships,Sid Meier's Starships
610,Ori and the Blind Forest,Ori and the Blind Forest
611,Assassin's Creed: Rogue,Assassin's Creed Rogue
612,Hotline Miami 2: Wrong Number,Hotline Miami 2: Wrong Number
613,Cities: Skylines,Cities: Skylines
614,LA Cops,LA Cops
615,Pneuma: Breath of Life,Pneuma: Breath of Life
617,Aaru's Awakening,Aaru's Awakening
618,Frozen Cortex,Frozen Cortex
619,Hand of Fate,Hand of Fate
622,Total War: Attila,Total War: ATTILA
623,Sunless Sea,Sunless Sea
625,Grow Home,Grow Home
627,Heroes of Might & Magic III HD,Heroes of Might & Magic III - HD Edition
628,Gravity Ghost,Gravity Ghost
629,Dying Light,Dying Light
630,Grim Fandango Remastered,Grim Fandango Remastered
631,The Marvellous Miss Take,The Marvellous Miss Take
632,Grey Goo,Grey Goo
633,Final Fantasy XIII-2,FINAL FANTASY XIII-2
636,Saints Row: Gat Out of Hell,Saints Row: Gat out of Hell
639,NS2: Combat,NS2: Combat
641,Elite: Dangerous,Elite Dangerous
644,Metal Gear Solid V: Ground Zeroes,METAL GEAR SOLID V: GROUND ZEROES
645,Dead State,Dead State
647,Door Kickers,Door Kickers
649,Lara Croft and the Temple of Osiris,Lara Croft and the Temple of Osiris
650,The Talos Principle,The Talos Principle
651,The Crew,The Crew
653,Five Nights at Freddy's 2,Five Nights at Freddy's 2
654,Defenders of Time,Defenders of Time
656,Far Cry 4,Far Cry 4
659,This War of Mine,This War of Mine
660,A Bird Story,A Bird Story
662,Company of Heroes 2: Ardennes Assault,Company of Heroes 2 - Ardennes Assault
663,Assassin's Creed Unity,Assassin's Creed Unity
664,Icewind Dale Enhanced Edition,Icewind Dale: Enhanced Edition
665,Randal's Monday,Randal's Monday
667,Valkyria Chronicles,Valkyria Chronicles
668,Dragon Age: Inquisition,Dragon Age Inquisition
669,Call of Duty: Advanced Warfare,Call of Duty: Advanced Warfare
670,Farming Simulator 15,Farming Simulator 15
671,Football Manager 2015,Football Manager 2015
672,Sherlock Holmes: Crimes and Punishments,Sherlock Holmes: Crimes and Punishments
674,Legend of Grimrock 2,Legend of Grimrock 2
675,Final Fantasy XIII,FINAL FANTASY XIII
677,NBA 2K15,NBA 2K15
678,Lords of the Fallen,Lords Of The Fallen
682,Empire of Sin,Empire of Sin
683,Wingspan,Wingspan
684,Destiny 2: Beyond Light,Destiny 2: Beyond Light
686,Football Manager 2021,Football Manager 2021
687,Ghostrunner,Ghostrunner
699,Fuser,FUSER
704,The Falconeer,The Falconeer
708,Yakuza: Like a Dragon,Yakuza: Like a Dragon
711,Dirt 5,DIRT 5
720,Squad,Squad
725,Disc Room,Disc Room
727,"Cook, Serve, Delicious 3?!","Cook, Serve, Delicious! 3?!"
728,Amnesia: Rebirth,Amnesia: Rebirth
739,Noita,Noita
740,Partisans 1941,Partisans 1941
745,Star Wars: Squadrons,STAR WARS: Squadrons
752,Spelunky 2,Spelunky 2
755,Mafia: Definitive Edition,Mafia: Definitive Edition
756,Serious Sam 4,Serious Sam 4
759,Pendragon,Pendragon
762,BPM: Bullets Per Minute,BPM: BULLETS PER MINUTE
763,Hades,Hades
764,Star Renegades,Star Renegades
767,Madden NFL 21,Madden NFL 21
770,Marvel's Avengers,Marvel's Avengers
772,Paradise Killer,Paradise Killer
774,Tell Me Why,Tell Me Why
776,Rocket Arena,Rocket Arena
777,Othercide,Othercide
778,Carrion,CARRION
780,Fae Tactics,Fae Tactics
781,Necrobarista,Necrobarista
788,Halo 3,Halo 3
791,Death Stranding,DEATH STRANDING
792,F1 2020,F1 2020
794,Story of Seasons: Friends of Mineral Town,STORY OF SEASONS: Friends of Mineral Town
797,Superhot: Mind Control Delete,SUPERHOT: MIND CONTROL DELETE
800,Shadow Empire,Shadow Empire
806,A Mortician's Tale,A Mortician's Tale
807,Rogue Trooper Redux,Rogue Trooper Redux
808,South Park: The Fractured But Whole,South Park The Fractured But Whole
809,Overgrowth,Overgrowth
810,The Evil Within 2,The Evil Within 2
811,A Hat in Time,A Hat in Time
812,Deadbeat Heroes,Deadbeat Heroes
816,Middle-earth: Shadow of War,Middle-earth: Shadow of War
818,Tooth and Tail,Tooth and Tail
819,Cuphead,Cuphead
820,Hob,Hob
821,Ruiner,RUINER
826,Heat Signature,Heat Signature
827,Divinity: Original Sin 2,Divinity: Original Sin 2
828,Last Day of June,Last Day of June
829,Pro Evolution Soccer 2018,PRO EVOLUTION SOCCER 2018
831,Dishonored: Death of the Outsider,Dishonored: Death of the Outsider 
832,Project Cars 2,Project CARS 2
833,Ark: Survival Evolved,ARK: Survival Evolved
834,Sonic Mania,Sonic Mania
835,Absolver,Absolver
837,XCOM 2: War of the Chosen,XCOM 2: War of the Chosen
838,Observer,Observer
839,F1 2017,F1 2017
840,Nidhogg 2,Nidhogg 2
842,Rez Infinite,Rez Infinite
843,Agents of Mayhem,Agents of Mayhem
844,LawBreakers,LawBreakers
845,West of Loathing,West of Loathing
847,Hellblade: Senua's Sacrifice,Hellblade: Senua's Sacrifice
848,Slime Rancher,Slime Rancher
850,The Long Dark,The Long Dark
851,Tacoma,Tacoma
852,Behold The Kickmen,Behold the Kickmen
853,Dream Daddy: A Dad Dating Simulator,Dream Daddy: A Dad Dating Simulator
854,Pyre,Pyre
855,Antihero,Antihero
857,Hollow Knight,Hollow Knight
858,The Secret World: Legends,Secret World Legends
862,Nex Machina,Nex Machina
863,Caveblazers,Caveblazers
865,Get Even,GET EVEN
867,Rising Storm 2: Vietnam,Rising Storm 2: Vietnam
869,The Elder Scrolls Online: Morrowind,The Elder Scrolls Online - Morrowind
870,Dirt 4,DiRT 4
871,Tekken 7,TEKKEN 7
872,Ultimate Epic Battle Simulator,Ultimate Epic Battle Simulator
873,Friday the 13th,Friday the 13th: The Game
874,Tokyo 42,Tokyo 42
875,The Long Journey Home,The Long Journey Home
876,Mirage: Arcane Warfare,Mirage: Arcane Warfare
877,Steel Division: Normandy 44,Steel Division: Normandy 44
878,Perception,Perception
880,Vanquish,Vanquish
881,Rime,RiME
882,The Fidelio Incident ,The Fidelio Incident
886,The Surge,Surge
887,Flinthook,Flinthook
888,Beat Cop,Beat Cop
889,Prey,Prey
891,Man O' War: Corsair,Man O' War: Corsair
892,What Remains of Edith Finch,What Remains of Edith Finch
894,Everything,Everything
895,Scanner Sombre,Scanner Sombre
896,Syberia 3,Syberia 3
897,Outlast 2,Outlast 2
898,Little Nightmares,Little Nightmares
899,Full Throttle Remastered,Full Throttle Remastered
900,Mr Shifty,Mr Shifty
901,Zero Escape: The Nonary Games,Zero Escape: The Nonary Games
903,The Sexy Brutale,The Sexy Brutale
905,Bayonetta,Bayonetta
907,Stellaris: Utopia,Stellaris: Utopia
908,Battle Brothers,Battle Brothers
909,Yooka-Laylee,Yooka-Laylee
911,Thimbleweed Park,Thimbleweed Park
914,Rain World,Rain World
915,Nier: Automata,NieR:Automata
916,Desync,DESYNC
919,Mass Effect: Andromeda,Mass Effect: Andromeda
920,The Elder Scrolls: Legends,The Elder Scrolls: Legends
921,Styx: Shards of Darkness,Styx: Shards of Darkness
924,Stories Untold,Stories Untold
925,Night in the Woods,Night in the Woods
926,Torment: Tides of Numenera,Torment: Tides of Numenera
929,For Honor,No Honor
930,Sniper Elite 4,Sniper Elite 4
931,Take On Mars,Take On Mars
932,WWE 2K17,WWE 2K17
933,Diluvion,Diluvion
936,GoNNER,GoNNER
938,Resident Evil 7: Biohazard,Resident Evil 7 Biohazard
939,Shadow Tactics: Blades of the Shogun,Shadow Tactics: Blades of the Shogun
940,Ladykiller in a Bind,Ladykiller in a Bind
942,The Dwarves,We Are The Dwarves
943,Space Hulk: Deathwing,Space Hulk: Deathwing
944,Orwell,Orwell
945,Total War: Warhammer Realm of the Wood Elves,Total War: WARHAMMER - Realm of The Wood Elves
946,Dead Rising 4,Dead Rising 4
947,Steep,Steep
950,Killing Floor 2,Killing Floor 2
951,Planet Coaster,Planet Coaster
953,Dishonored 2,Dishonored 2
954,Owlboy,Owlboy
955,Tyranny,Tyranny
956,Call of Duty: Infinite Warfare,Call of Duty: Infinite Warfare
957,The Outer Worlds,The Outer Worlds
958,"Six Ages: Ride Like the Wind
",Six Ages: Ride Like the Wind
959,GRID,GRID
961,Disco Elysium,Disco Elysium
962,Destiny 2: Shadowkeep,Destiny 2: Shadowkeep
963,Indivisible,Indivisible
964,John Wick Hex,John Wick Hex
967,Neo Cab,Neo Cab
968,What the Golf?,My Golf
973,Crying Suns,Crying Suns
974,Overland,Overland
976,The Surge 2,The Surge 2
977,Ni No Kuni: Wrath of the White Witch Remastered,Ni no Kuni Wrath of the White Witch Remastered
978,Untitled Goose Game,Untitled Goose Game
980,Blasphemous,Blasphemous
984,Children of Morta,Children of Morta
985,GreedFall,GreedFall
986,Gears 5,Gears 5
987,Borderlands 3,Borderlands 3
988,Blair Witch,Blair Witch
990,Hunt: Showdown,Hunt: Showdown
991,Headspun,Headspun
994,Knights and Bikes,Knights and Bikes
996,Ancestors: The Humankind Odyssey,Ancestors: The Humankind Odyssey 
997,Control,Control
998,Rad,RAD
999,Telling Lies,Telling Lies
1000,Dicey Dungeons,Dicey Dungeons
1001,Rebel Galaxy Outlaw,Rebel Galaxy Outlaw
1002,Remnant: From the Ashes,Remnant: From the Ashes
1005,Ion Fury,Ion Fury
1007,Age of Wonders: Planetfall,Age of Wonders: Planetfall
1008,Streets of Rogue,Streets of Rogue
1011,Eagle Island,Eagle Island
1012,Wolfenstein: Youngblood,Wolfenstein: Youngblood
1018,Night Call,Night Call
1019,Sea of Solitude,Sea of Solitude
1024,Heavy Rain,Heavy Rain
1026,Steel Division 2,Steel Division 2
1027,Amid Evil,AMID EVIL
1029,Bloodstained: Ritual of the Night,Bloodstained: Ritual of the Night
1031,My Friend Pedro,My Friend Pedro
1032,F1 2019,F1 2019
1040,Octopath Traveler,OCTOPATH TRAVELER
1042,Warhammer: Chaosbane,Warhammer: Chaosbane
1044,Outer Wilds,Outer Wilds
1046,Void Bastards,Void Bastards
1047,Pathologic 2,Pathologic 2
1048,A Plague Tale: Innocence,A Plague Tale: Innocence
1049,Layers of Fear 2,Layers of Fear 2
1050,Observation,Observation
1052,Mordhau,MORDHAU
1053,Total War: Three Kingdoms,Total War: THREE KINGDOMS
1054,Rage 2,RAGE 2
1057,Rise of Industry,Rise of Industry
1059,Yakuza Kiwami 2,Yakuza Kiwami 2
1061,Katana Zero,Katana ZERO
1062,Operencia: The Stolen Sun,Operencia: The Stolen Sun
1063,Whispers of a Machine,Whispers of a Machine
1064,Mortal Kombat 11,Mortal Kombat 11
1066,Imperator: Rome,Imperator: Rome
1068,Weedcraft Inc,Weedcraft Inc
1071,Heaven's Vault,Heaven's Vault
1072,Pathway,Pathway
1073,Anno 1800,Anno 1800
1075,Phoenix Wright: Ace Attorney Trilogy,Phoenix Wright: Ace Attorney Trilogy
1076,Outward,Outward
1083,Tropico 6,Tropico 6
1085,Generation Zero,Generation Zero
1087,The Walking Dead: The Final Season,The Walking Dead: The Final Season
1088,Sekiro: Shadows Die Twice,Sekiro: Shadows Die Twice
1092,Baba is You,Baba Is You
1098,Hypnospace Outlaw,Hypnospace Outlaw
1102,Ape Out,APE OUT
1104,Devil May Cry 5,Devil May Cry 5
1109,The Occupation,The Occupation
1119,Jump Force,JUMP FORCE
1120,Dirt Rally 2.0,DiRT Rally 2.0
1122,Eastshade,Eastshade
1123,Far Cry New Dawn,Far Cry New Dawn
1124,Metro Exodus,Metro Exodus
1126,Apex Legends,Apex Legends
1127,Yakuza Kiwami,Yakuza Kiwami
1135,Battlefleet Gothic: Armada 2,Battlefleet Gothic: Armada 2
1138,My Time At Portia,My Time At Portia
1140,Sunless Skies,Sunless Skies
1141,Wargroove,Wargroove
1142,Slay the Spire,Slay the Spire
1145,Resident Evil 2,Resident Evil 2
1146,Pikuniku,Pikuniku
1147,Ace Combat 7: Skies Unknown,ACE COMBAT 7: SKIES UNKNOWN
1148,Onimusha: Warlords,Onimusha: Warlords
1149,Catherine Classic,Catherine Classic
1151,Kenshi,Kenshi
1152,RimWorld,RimWorld
1154,DayZ,DayZ
1155,Gris,GRIS
1158,Insurgency: Sandstorm,Insurgency: Sandstorm
1159,Ashen,Ashen
1161,Parkitect,Parkitect
1163,Dusk,DUSK
1168,Artifact,The Artifact
1169,Katamari Damacy Reroll,Katamari Damacy REROLL
1170,Mutant Year Zero: Road to Eden,Mutant Year Zero: Road to Eden
1172,Killer7,killer7
1173,Just Cause 4,Just Cause 4
1174,"Warhammer 40,000: Mechanicus","Warhammer 40,000: Mechanicus"
1176,Fallout 76,Fallout 76
1177,Underworld Ascendant,Underworld Ascendant
