ID,name,steam_name
215,Superhot,Superhot
217,The Flame in the Flood,The Flame in the Flood
226,Layers of Fear,Layers of Fear
227,Unravel,Unravel
230,Dead Cells,Dead Cells
231,Madden NFL 19,Madden NFL 19
232,Chasm,Chasm
236,The Banner Saga 3,The Banner Saga 3
237,Earthfall,Earthfall
239,"Warhammer 40,000 Gladius - Relics of War","Warhammer 40,000: Gladius - Relics of War"
252,Wreckfest,Wreckfest
255,Jurassic World Evolution ,Jurassic World Evolution
263,EVE Online,EVE Online
265,League of Legends,League of Legends
269,Path of Exile,Path of Exile
270,Dota 2,Dota 2
275,State of Decay 2,State of Decay 2
276,Conan Exiles,Conan Exiles - Final
280,Pillars of Eternity 2: Deadfire,Pillars of Eternity 2: Deadfire
284,Total War Saga: Thrones of Britannia,Total War Saga: Thrones of Britannia
291,BattleTech,BattleTech
293,Frostpunk,Frostpunk
299,Extinction,Extinction
302,Sea of Thieves,Sea of Thieves Final
303,A Way Out,A Way Out
307,Surviving Mars ,Surviving Mars
310,Warhammer: Vermintide 2,Warhammer Vermintide 2
317,Into the Breach,Into The Breach
332,Dragon Ball FighterZ,Dragon Ball FighterZ
333,Subnautica,Subnautica
336,Celeste,Celeste
345,Hello Neighbor,Hello Neighbor
346,Opus Magnum,Opus Magnum
348,Bridge Constructor Portal,Bridge Constructor Portal
349,Gorogoa,Gorogoa
351,Okami HD,Okami HD
353,Battlerite,Battlerite
354,Seven: The Days Long Gone,Seven: The Days Long Gone
359,Star Wars Battlefront 2,Star Wars Battlefront 2
365,Elex,ELEX
366,Hand of Fate 2,Hand of Fate 2
371,Assassin's Creed Origins,Assassin's Creed Origins
375,Destiny 2,Destiny 2: Final
377,Wolfenstein 2: The New Colossus,Wolfenstein 2: The New Colossus
378,Battle Chasers: Nightwar,Battle Chasers: Nightwar
379,Civilization: Beyond Earth,Civilization: Beyond Earth
380,Screencheat,Screencheat
381,Styx: Master of Shadows,Styx: Master of Shadows
383,Endless Legend,Endless Legend
384,Borderlands: The Pre-Sequel,Borderlands: The Pre-Sequel
385,Costume Quest 2,Costume Quest 2
387,Ryse: Son of Rome,Ryse: Son of Rome
388, Planetary Annihilation,Planetary Annihilation
389,Alien: Isolation,Alien: Isolation
392,The Vanishing of Ethan Carter,The Vanishing of Ethan Carter
394,Defense Grid 2,Defense Grid 2
397,Fable Anniversary,Fable Anniversary
399,Wasteland 2,Wasteland 2
400,The Sims 4,The Sims 4
402,Hatoful Boyfriend,Hatoful Boyfriend
408,Lichdom: Battlemage,Lichdom: Battlemage
409,Shadowgate,Shadowgate
419,Risen 3: Titan Lords,Risen 3: Titan Lords
421,War Thunder,War Thunder
422,Firefall,Firefall
429,Gods Will Be Watching,Gods Will Be Watching
431,OlliOlli,OlliOlli
435,Abyss Odyssey,Abyss Odyssey
438,MouseCraft,MouseCraft
440,Divinity: Original Sin,Divinity: Original Sin
443,Half-Life 2,Half-Life 2
444,Shovel Knight,Shovel Knight
451,Grid: Autosport,Grid Autosport
454,Battlefield 1942,Battlefield 1942
455,Xenonauts,Xenonauts
458,Tribes 2,Tribes 2
461,Wildstar,WildStar
467,Murdered: Soul Suspect,Murdered: Soul Suspect
469,Max Payne,Max Payne
470,Among the Sleep,Among The Sleep
474,Watch Dogs,Watch Dogs
477,Wolfenstein: The New Order,Wolfenstein: The New Order
478,Tropico 5,Tropico 5
480,Transistor,Transistor
483,"Sir, You Are Being Hunted","Sir, You Are Being Hunted"
485,The Walking Dead: Season 2 Episode 3,The Walking Dead: Season 2 -- Episode 3
487,Bound by Flame,Bound by Flame
489,The Amazing Spider-Man 2,The Amazing Spider-Man 2 Game
492,Child of Light,Child of Light
493,Daylight,Daylight
496,Deus Ex: The Fall,Deus Ex: The Fall PC
497,Dark Souls 2,Dark Souls 2
498,War of the Vikings,War of the Vikings
502,Trials Fusion,Trials Fusion
506,Smite,Smite
508,Age of Wonders 3,Age of Wonders 3
510,Ether One,Ether One
513,Goat Simulator,Goat Simulator
514,Betrayer,Betrayer
515,TowerFall Ascension,TowerFall Ascension
516,Luftrausers,Luftrausers
518,Titanfall,Titanfall
523,The Walking Dead Season 2 Episode 2,"The Walking Dead: Season 2, Episode 2"
524,South Park: The Stick of Truth,South Park: The Stick of Truth
525,Strider,Strider
527,Blackguards,Blackguards
529,Castlevania: Lords of Shadow 2,Castlevania: Lords of Shadow 2
532,F1 2015,F1 2015 PC
535,Legends of Eisenwald,Legends of Eisenwald
539,The Magic Circle,The Magic Circle
544,Final Fantasy XIV: Heavensward,Final Fantasy XIV: Heavensward
547,Her Story,Her Story
553,Heroes of the Storm,Heroes of the Storm
555,Massive Chalice,Massive Chalice
557,Sunset,Sunset
560,Magicka 2,Magicka 2
568,Invisible Inc.,Invisible Inc.
569,Axiom Verge,Axiom Verge
570,Crypt of the Necrodancer,Crypt of the NecroDancer
573, Magicka: Wizard Wars,Magicka: Wizard Wars
574,Wolfenstein: The Old Blood,Wolfenstein: The Old Blood
576,Project Cars,Project CARS
578,Kerbal Space Program,Kerbal Space Program
579,Infinite Crisis,Infinite Crisis
581,StarDrive 2,StarDrive 2
588,Dungeons 2,Dungeons 2
589,GTA 5,GTA 5 PC
590,I Am Bread,I Am Bread
592,Titan Souls,Titan Souls
600,Dragon Age Inquisition: Jaws of Hakkon,Dragon Age Inquisition: Jaws of Hakkon
601,Pillars of Eternity,Pillars of Eternity
604,Battlefield Hardline,Battlefield Hardline
609,Sid Meier's Starships,Sid Meier's Starships
610,Ori and the Blind Forest,Ori and the Blind Forest
611,Assassin's Creed: Rogue,Assassin's Creed Rogue
612,Hotline Miami 2: Wrong Number,Hotline Miami 2: Wrong Number
613,Cities: Skylines,Cities: Skylines
617,Aaru's Awakening,Aaru's Awakening
618,Frozen Cortex,Frozen Cortex
619,Hand of Fate,Hand of Fate
621,Evolve,Evolve
622,Total War: Attila,Total War: Attila
623,Sunless Sea,Sunless Sea
625,Grow Home,Grow Home
628,Gravity Ghost,Gravity Ghost
629,Dying Light,Dying Light
630,Grim Fandango Remastered,Grim Fandango Remastered
632,Grey Goo,Grey Goo
633,Final Fantasy XIII-2,Final Fantasy XIII-2
641,Elite: Dangerous,Elite: Dangerous
642,Scrolls,Scrolls
644,Metal Gear Solid V: Ground Zeroes,Metal Gear Solid V: Ground Zeroes PC
645,Dead State,Dead State
650,The Talos Principle,The Talos Principle
651,The Crew,The Crew
652,Geometry Wars 3: Dimensions,Geometry Wars 3: Dimensions
656,Far Cry 4,Far Cry 4
657,World of Warcraft: Warlords of Draenor,World of Warcraft: Warlords of Draenor
659,This War of Mine,This War Of Mine
660,A Bird Story,A Bird Story
662,Company of Heroes 2: Ardennes Assault,Company of Heroes 2: Ardennes Assault
663,Assassin's Creed Unity,Assassin's Creed Unity
665,Randal's Monday,Randal's Monday
667,Valkyria Chronicles,Valkyria Chronicles PC
668,Dragon Age: Inquisition,Dragon Age: Inquisition
669,Call of Duty: Advanced Warfare,Call of Duty: Advanced Warfare
672,Sherlock Holmes: Crimes and Punishments,Sherlock Holmes: Crimes and Punishments
676,Dungeon of the Endless,Dungeon of the Endless
677,NBA 2K15,NBA 2K15
678,Lords of the Fallen,Lords of the Fallen
681,Immortals Fenyx Rising,Immortals Fenyx Rising
682,Empire of Sin,Empire of Sin
684,Destiny 2: Beyond Light,Destiny 2: Beyond Light Final
687,Ghostrunner,Ghostrunner
692,Godfall,Godfall
701,Bugsnax,Bugsnax
702,Assassin's Creed Valhalla,Assassin's Creed Valhalla
708,Yakuza: Like a Dragon,Yakuza: Like a Dragon
711,Dirt 5,Dirt 5
715,Watch Dogs Legion,Watch Dogs: Legion
728,Amnesia: Rebirth,Amnesia: Rebirth
730,Genshin Impact,Genshin Impact
735,Oculus Quest 2,Oculus Quest 2
736,Age of Empires 3: Definitive Edition,Age of Empires 3: Definitive Edition
745,Star Wars: Squadrons,Star Wars: Squadrons Multiplayer
752,Spelunky 2,Spelunky 2
755,Mafia: Definitive Edition,Mafia: Definitive Edition
756,Serious Sam 4,Serious Sam 4
763,Hades,Hades
772,Paradise Killer,Paradise Killer
774,Tell Me Why,Tell Me Why
777,Othercide,Othercide
778,Carrion,Carrion
781,Necrobarista,Necrobarista
792,F1 2020,F1 2020
808,South Park: The Fractured But Whole,South Park: The Fractured But Whole
809,Overgrowth,Overgrowth
811,A Hat in Time,A Hat in Time
813,FIFA 18,FIFA 18
816,Middle-earth: Shadow of War,Middle-earth: Shadow of War
817,Forza Motorsport 7,Forza Motorsport 7
820,Hob,Hob
821,Ruiner,Ruiner
825,Total War: Warhammer 2,Total War: Warhammer 2
826,Heat Signature,Heat Signature
827,Divinity: Original Sin 2,Divinity: Original Sin 2
831,Dishonored: Death of the Outsider,Dishonored: Death of the Outsider
832,Project Cars 2,Project CARS 2
833,Ark: Survival Evolved,ARK: Survival Evolved
835,Absolver,Absolver
837,XCOM 2: War of the Chosen,XCOM 2: War of the Chosen
839,F1 2017,F1 2017
840,Nidhogg 2,Nidhogg 2
843,Agents of Mayhem,Agents of Mayhem
844,LawBreakers,LawBreakers
851,Tacoma,Tacoma
854,Pyre,Pyre
857,Hollow Knight,Hollow Knight
862,Nex Machina,Nex Machina
869,The Elder Scrolls Online: Morrowind,The Elder Scrolls Online: Morrowind
870,Dirt 4,Dirt 4
873,Friday the 13th,Friday the 13th: The Game - Final
874,Tokyo 42,Tokyo 42
875,The Long Journey Home,The Long Journey Home
878,Perception,Perception
883,Endless Space 2,Endless Space 2
884,Forza Horizon 3: Hot Wheels,Forza Horizon 3: Hot Wheels
886,The Surge,The Surge
890,Strafe,Strafe
892,What Remains of Edith Finch,What Remains of Edith Finch
897,Outlast 2,Outlast 2
898,Little Nightmares,Little Nightmares
899,Full Throttle Remastered,Full Throttle Remastered
903,The Sexy Brutale,The Sexy Brutale
909,Yooka-Laylee,Yooka-Laylee
910,Dark Souls 3: The Ringed City,Dark Souls 3: The Ringed City
911,Thimbleweed Park,Thimbleweed Park
914,Rain World,Rain World
919,Mass Effect: Andromeda,Mass Effect: Andromeda
920,The Elder Scrolls: Legends,The Elder Scrolls: Legends
921,Styx: Shards of Darkness,Styx: Shards of Darkness
922,Ghost Recon Wildlands,Ghost Recon: Wildlands
925,Night in the Woods,Night in the Woods
926,Torment: Tides of Numenera,Torment: Tides of Numenera
927,Halo Wars 2,Halo Wars 2
929,For Honor,For Honor - Final
938,Resident Evil 7: Biohazard,Resident Evil 7: Biohazard
939,Shadow Tactics: Blades of the Shogun,Shadow Tactics: Blades of the Shogun
942,The Dwarves,The Dwarves
943,Space Hulk: Deathwing,Space Hulk: Deathwing
946,Dead Rising 4,Dead Rising 4
947,Steep,Steep
951,Planet Coaster,Planet Coaster
953,Dishonored 2,Dishonored 2 Final
954,Owlboy,Owlboy
955,Tyranny,Tyranny
956,Call of Duty: Infinite Warfare,Call of Duty: Infinite Warfare Final
957,The Outer Worlds,The Outer Worlds
959,GRID,Grid
961,Disco Elysium,Disco Elysium
963,Indivisible,Indivisible
964,John Wick Hex,John Wick Hex
974,Overland,Overland
975,FIFA 20,FIFA 20
978,Untitled Goose Game,Untitled Goose Game
979,eFootball PES 2020,eFootball PES 2020
985,GreedFall,GreedFall - Final
986,Gears 5,Gears 5 Campaign
987,Borderlands 3,Borderlands 3
988,Blair Witch,Blair Witch
996,Ancestors: The Humankind Odyssey,Ancestors: The Humankind Odyssey
997,Control,Control
998,Rad,RAD
999,Telling Lies,Telling Lies
1001,Rebel Galaxy Outlaw,Rebel Galaxy Outlaw
1002,Remnant: From the Ashes,Remnant: From the Ashes
1005,Ion Fury,Ion Fury
1007,Age of Wonders: Planetfall,Age of Wonders: Planetfall
1012,Wolfenstein: Youngblood,Wolfenstein: Youngblood
1019,Sea of Solitude,Sea of Solitude
1026,Steel Division 2,Steel Division 2
1029,Bloodstained: Ritual of the Night,Bloodstained: Ritual of the Night
1030,The Sinking City,The Sinking City
1031,My Friend Pedro,My Friend Pedro
1042,Warhammer: Chaosbane,Warhammer: Chaosbane
1044,Outer Wilds,Outer Wilds
1049,Layers of Fear 2,Layers of Fear 2
1052,Mordhau,Mordhau
1053,Total War: Three Kingdoms,Total War: Three Kingdoms
1054,Rage 2,Rage 2
1058,World War Z,World War Z
1060,Oculus Rift S,Oculus Rift
1061,Katana Zero,Katana Zero
1066,Imperator: Rome,Imperator: Rome
1072,Pathway,Pathway
1073,Anno 1800,Anno 1800
1075,Phoenix Wright: Ace Attorney Trilogy,Phoenix Wright: Ace Attorney Trilogy
1076,Outward,Outward
1083,Tropico 6,Tropico 6
1085,Generation Zero,Generation Zero
1087,The Walking Dead: The Final Season,The Walking Dead: The Final Season
1088,Sekiro: Shadows Die Twice,Sekiro: Shadows Die Twice
1091,The Division 2,The Division 2 - Final
1102,Ape Out,Ape Out
1109,The Occupation,The Occupation
1117,Anthem,Anthem
1120,Dirt Rally 2.0,Dirt Rally 2.0
1121,Crackdown 3,Crackdown 3
1123,Far Cry New Dawn,Far Cry New Dawn
1124,Metro Exodus,Metro Exodus
1126,Apex Legends,Apex Legends: Final
1138,My Time At Portia,My Time at Portia
1141,Wargroove,Wargroove
1142,Slay the Spire,Slay the Spire
1143,At the Gates,At the Gates
1145,Resident Evil 2,Resident Evil 2
1148,Onimusha: Warlords,Onimusha: Warlords
1155,Gris,Gris
1158,Insurgency: Sandstorm,Insurgency: Sandstorm
1159,Ashen,Ashen
1168,Artifact,Artifact
1169,Katamari Damacy Reroll,Katamari Damacy Reroll
1170,Mutant Year Zero: Road to Eden,Mutant Year Zero: Road to Eden
1173,Just Cause 4,Just Cause 4
1176,Fallout 76,Fallout 76
1177,Underworld Ascendant,Underworld Ascendant
1179,Overkill's The Walking Dead,Overkill's The Walking Dead
1183,Hitman 2,Hitman 2
1185,Call of Cthulhu,Call of Cthulhu
1199,Return of the Obra Dinn,Return of the Obra Dinn
1200,Thronebreaker: The Witcher Tales,Thronebreaker: The Witcher Tales
1201,Call of Duty: Black Ops 4,Call of Duty: Black Ops 4
1212,Assassin's Creed Odyssey,Assassin's Creed Odyssey
1217,Pathfinder: Kingmaker,Pathfinder: Kingmaker
1219,Star Control: Origins,Star Control: Origins
1220,The Bard's Tale 4: Barrows Deep,The Bard's Tale 4: Barrows Deep
1223,Valkyria Chronicles 4,Valkyria Chronicles 4
1227,Destiny 2: Forsaken,Destiny 2: Forsaken
1230,Frozen Synapse 2,Frozen Synapse 2
1238,Strange Brigade,Strange Brigade
1243,Two Point Hospital,Two Point Hospital
1245,Donut County,Donut County
1249,Death's Gambit,Death's Gambit
1250,World of Warcraft: Battle for Azeroth,World of Warcraft: Battle for Azeroth - Final
1254,Phantom Doctrine,Phantom Doctrine
1255,We Happy Few,We Happy Few
1257,Monster Hunter: World,Monster Hunter: World PC
1266,DmC: Devil May Cry,DmC: Devil May Cry
1273,A Game of Dwarves,The Dwarves
1296,Need For Speed: Most Wanted,Need For Speed Most Wanted
1355,The Walking Dead,The Walking Dead: The Game
1398,Star Wars: The Old Republic,Star Wars: The Old Republic
1410,Thief,Thief
1411,Banished,Banished
1412,Samurai Gunn,Samurai Gunn
1413,Loadout,Loadout
1414,X: Rebirth,X Rebirth
1416,The LEGO Movie Videogame,The LEGO Movie Videogame
1418,Jazzpunk,Jazzpunk
1420,The Castle Doctrine,The Castle Doctrine
1421,Strike Vector,Strike Vector
1422,Octodad: Dadliest Catch,Octodad: Dadliest Catch
1424,Insurgency,Insurgency
1425,The Banner Saga,The Banner Saga
1426,Might and Magic X: Legacy,Might and Magic X: Legacy
1428,Nidhogg,Nidhogg
1430,Metal Gear Rising: Revengeance,Metal Gear Rising: Revengeance PC
1431,Broken Age Act 1,Broken Age Act 1
1435,Train Simulator,Train Simulator
1436,The Walking Dead: Season 2 Episode 1,"The Walking Dead: Season 2, Episode 1"
1437,Chivalry: Deadliest Warrior,Chivalry: Deadliest Warrior
1438,Injustice: Gods Among Us Ultimate Edition,Injustice: Gods Among Us Ultimate Edition
1439,World of Warplanes,World of Warplanes
1441,Assassin's Creed 4: Black Flag,Assassin's Creed 4: Black Flag
1443,Football Manager 2014,Football Manager 2014
1448,Call of Duty: Ghosts PC,Call of Duty: Ghosts
1452,Batman: Arkham Origins,Batman: Arkham Origins
1456,Battlefield 4 PC,Battlefield 4 PC
1457,Mechwarrior Online,MechWarrior Online
1459,Rayman Legends,Rayman Legends
1460,The Stanley Parable,The Stanley Parable
1461,Takedown: Red Sabre,Takedown: Red Sabre
1462,Brothers: A Tale of Two Sons,Brothers: A Tale of Two Sons
1464,Eldritch,Eldritch
1466,Halo: Spartan Assault,Halo: Spartan Assault
1467,Dark,Dark
1469,Gone Home,Gone Home
1470,Arma 3,Arma 3
1472,Payday 2,PayDay 2
1473,Outlast,Outlast
1474,Splinter Cell: Blacklist,Splinter Cell: Blacklist
1475,Amnesia: A Machine for Pigs,Amnesia: A Machine for Pigs
1476,Spelunky,Spelunky PC
1478,The Bureau: XCOM Declassified,The Bureau: XCOM Declassified
1480,Divinity: Dragon Commander,Divinity: Dragon Commander
1482,DuckTales: Remastered,DuckTales: Remastered
1483,Europa Universalis IV,Europa Universalis IV
1484,Rise of the Triad,Rise of the Triad
1485,"Papers, Please","Papers, Please"
1487,Shadowrun Returns,Shadowrun Returns
1488,The Swapper,The Swapper:
1489,Magrunner: Dark Pulse,Magrunner: Dark Pulse
1490,Marvel Heroes,Marvel Heroes
1492,Neverwinter,Neverwinter
1493,Mars: War Logs,Mars: War Logs
1495,StarDrive,StarDrive
1500,Grid 2,Grid 2
1503,Call of Juarez: Gunslinger,Call of Juarez: Gunslinger
1504,Wargame: AirLand Battle,Wargame: AirLand Battle
1506,Dead Island: Riptide,Dead Island: Riptide
1507,Far Cry 3: Blood Dragon,Far Cry 3: Blood Dragon
1508,Zeno Clash 2,Zeno Clash 2
1512,Company of Heroes 2,Company of Heroes 2
1513,Star Trek,Star Trek: The Game
1514,Leviathan: Warships,Leviathan: Warships
1518,Remember Me,Remember Me
1521,Metro: Last Light,Metro: Last Light PC
1522,Monaco: What's Yours Is Mine,Monaco: What's Yours is Mine
1525,Fallen Enchantress: Legendary Heroes,Fallen Enchantress: Legendary Heroes
1543,Tomb Raider,Tomb Raider
1546,Scribblenauts Unlimited,Scribblenauts Unlimited
1561,Dying Light: The Following,Dying Light: The Following
1562,Firewatch,Firewatch
1564,Lego Marvel's Avengers,LEGO Marvel's Avengers
1567,XCOM 2,XCOM 2
1568,Bombshell,Bombshell
1571,Rise of the Tomb Raider,Rise of the Tomb Raider
1573,The Witness,The Witness
1578,Homeworld: Deserts of Kharak,Homeworld: Deserts of Kharak
1579,Darkest Dungeon,Darkest Dungeon
1581,Oxenfree,Oxenfree
1583,"That Dragon, Cancer","That Dragon, Cancer"
1598,Nuclear Throne,Nuclear Throne
1601,Rainbow Six Siege,Rainbow Six Siege
1602,Hard West,Hard West
1605,Just Cause 3,Just Cause 3 PC
1608,Assassin's Creed: Syndicate,Assassin's Creed Syndicate
1613,Star Wars Battlefront,Star Wars Battlefront
1616,StarCraft 2: Legacy of the Void,StarCraft 2: Legacy of the Void
1620,Call of Duty: Black Ops 3,Call of Duty: Black Ops 3
1621,Anno 2205,Anno 2205
1622,Fallout 4,Fallout 4
1626,Tales of Zestiria,Tales of Zestiria
1629,Guild Wars 2: Heart of Thorns,Guild Wars 2: Heart of Thorns
1630,Kingdom,Kingdom
1639,Sword Coast Legends,Sword Coast Legends
1641,Life Is Strange,Life Is Strange
1643,Mushroom 11,Mushroom 11
1646,Broforce,Broforce
1648,Prison Architect,Prison Architect
1649,The Witcher 3: Hearts of Stone,The Witcher 3: Hearts of Stone
1650,80 Days,80 Days
1653,Pro Evolution Soccer 2016,Pro Evolution Soccer 2016
1656,The Beginner's Guide,The Beginner's Guide
1661,Undertale,Undertale
1664,World of Warships,World of Warships
1665,Cities: Skylines - After Dark,Cities: Skylines After Dark
1666,Blood Bowl 2,Blood Bowl 2
1668,Dragon Age Inquisition: Trespasser,Dragon Age: Inquisition - Trespasser
1671,Lovers in a Dangerous Spacetime,Lovers in a Dangerous Spacetime
1676,Mad Max,Mad Max
1681,Shadowrun: Hong Kong,Shadowrun Hong Kong
1690,Volume,Volume
1692,Beyond Eyes,Beyond Eyes
1705,King's Quest: A Knight to Remember,King's Quest: A Knight to Remember
1725,Desperados 3,Desperados 3
1729,Valorant,Valorant
1736,Deep Rock Galactic,Deep Rock Galactic
1740,Crucible,Crucible
1742,Minecraft Dungeons,Minecraft Dungeons
1750,Maneater,Maneater
1753,Super Mega Baseball 3,Super Mega Baseball 3
1761,Streets of Rage 4,Streets of Rage 4
1763,SnowRunner,SnowRunner
1764,Gears Tactics,Gears Tactics
1767,XCOM: Chimera Squad,XCOM: Chimera Squad
1775,Bleeding Edge,Bleeding Edge
1780,Half-Life: Alyx,Half-Life: Alyx
1782,Doom Eternal,Doom Eternal Final
1784,Call of Duty: Warzone,Call of Duty: Warzone
1785,Murder by Numbers,Murder by Numbers
1791,Ori and the Will of the Wisps,Ori and the Will of the Wisps
1792,Black Mesa,Black Mesa
1796,Wolcen: Lords of Mayhem,Wolcen: Lords of Mayhem
1807,Legends of Runeterra,Legends of Runeterra
1810,Warcraft 3: Reforged,Warcraft 3: Reforged
1812,Journey to the Savage Planet,Journey to the Savage Planet
1814,Dragon Ball Z: Kakarot,Dragon Ball Z: Kakarot
1824,Wattam,Wattam
1829,Life is Strange 2,Life is Strange: Episode 2
1835,Darksiders Genesis,Darksiders Genesis
1836,Phoenix Point,Phoenix Point
1837,Shenmue 3,Shenmue 3
1839,Star Wars Jedi: Fallen Order,Star Wars Jedi: Fallen Order
1846,Need for Speed Heat,Need for Speed Heat
1848,Football Manager 2020,Football Manager 2020
1849,Stormland,Stormland
1854,Planet Zoo,Planet Zoo
1859,Afterparty,Afterparty
1861,Call of Duty: Modern Warfare,Call of Duty: Modern Warfare Final
1865,Bastion,Bastion
1868,Rock of Ages,Rock of Ages
1879,Saints Row: The Third,Saints Row: The Third
1888,Deus Ex: Human Revolution Missing Link,Deus Ex Human Revolution: The Missing Link
1896,Limbo,Limbo
1905,Deus Ex: Human Revolution,Deus Ex: Human Revolution
1942,Revenge of the Titans,Revenge of the Titans
1948,Portal 2,Portal 2
1966,Bulletstorm PC,Bulletstorm
1991,Super Meat Boy,Super Meat Boy
78,Ultra Street Fighter IV,Ultra Street Fighter 4
82,Sniper Elite 3,Sniper Elite III
102,Galactic Civilizations 3,Galactic Civilizations III
125,Legend of Grimrock 2,Legend of Grimrock II
197,Civilization 6: Gathering Storm,Civilization VI: Gathering Storm
263,Total War: Rome 2,Total War: Rome II
264,Saints Row 4,Saints Row IV
268,Civilization V: Brave New World,Civilization 5: Brave New World:
298,Metal Gear Solid V: The Phantom Pain,Metal Gear Solid 5: The Phantom Pain
0,Medal of Honor,Medal of Honor: Spearhead
1,Sniper: Ghost Warrior,Sniper Ghost Warrior Contracts
2,Alpha Protocol,Alpha Black Zero: Intrepid Protocol
3,Deus Ex: System Rift,Deus Ex Mankind Divided: System Rift
4,Yoku’s Island Express,Yoku's Island Express
5,Hack 'n' Slash,Hack 'N鈥 Slash
6,Valiant Hearts,Valiant Hearts: The Great War
7,Tesla Effect,Tesla Effect: A Tex Murphy Adventure
8,The Elder Scrolls Online,The Elder Scrolls Online: Elsweyr
9,Rocket League,Rocket League Review 鈥 Updated
10,Homeworld Remastered,Homeworld Remastered Collection
11,Resident Evil HD Remaster,Resident Evil Zero HD Remaster
12,Call of Duty: Black Ops - Cold War,Call of Duty: Black Ops Cold War 鈥 Campaign
13,Little Hope,The Dark Pictures Anthology: Little Hope
14,Marvel's Avengers,LEGO Marvel's Avengers
15,Ghost Recon Breakpoint,Tom Clancy's Ghost Recon Breakpoint Final
16,Man of Medan,The Dark Pictures: Man of Medan
17,Fallen Enchantress,Fallen Enchantress: Legendary Heroes
18,Baldur's Gate: Enhanced Edition,Baldur's Gate: Enhanced Edition Review (iPad)
19,Lego Lord of the Rings,The Lord of the Rings: Fellowship of the Ring
20,Microsoft Flight,Microsoft Flight Simulator
21,The Binding of Isaac,The Binding of Isaac: Rebirth
22,Dishonored: The Brigmore Witches,Dishonored: The Brigmore Witches DLC
23,Rise of the Hutt Cartel,Star Wars: The Old Republic 鈥 Rise of the Hutt Cartel
24,Rebel Galaxy,Rebel Galaxy Outlaw
25,The Walking Dead: Saints & Sinners,The Walking Dead: Saints and Sinners
26,Dead Island,Dead Island: Riptide
27,Back to the Future,Back to the Future: The Game Season
28,Frozen Synapse,Frozen Synapse Prime PC
29,Call of Duty: Black Ops,Call of Duty: Black Ops Cold War 鈥 Campaign
